"ID","word","tagType","sentencenumber"
"31385","olsun","Other","719"
"31386","Ahmet","Person","719"
"31387","Abi'm","Other","719"
"31389","https","Other","720"
"31390","//t.co/FpUdrNMJ7u\nBakü","Other","720"
"31391","de","Other","720"
"31392","Gesi","Other","720"
"31393","Bağları","Other","720"
"31394","söylemek","Other","720"
"31395","\nKarabağa","Other","720"
"31396","Selam","Other","720"
"31397","demek..","Other","720"
"31399","Bir","Other","721"
"31400","sevda","Other","721"
"31401","denizinde","Other","721"
"31402","ayrılık","Other","721"
"31403","vurgunu","Other","721"
"31404","yedik..Olsun","Other","721"
"31406","RT","Other","722"
"31407","@kusenakitap","Organization","722"
"31409","Kurdun intikamı","Product","722"
"31411","gerçek","Other","722"
"31412","mi","Other","722"
"31413","kurgu","Other","722"
"31414","mu","Other","722"
"31415","ikileminde","Other","722"
"31416","akıntıya","Other","722"
"31417","kapılma","Other","722"
"31418","hali.#edebiyat","Other","722"
"31419","#küsena#kitapönerisi#ahmetşafak#dnr","Other","722"
"31420","https","Other","722"
"31421","/…","Other","722"
"31423","RT","Other","723"
"31424","@kusenakitap","Organization","723"
"31426","Kitap","Other","723"
"31427","okumak","Other","723"
"31428","istiyorsan","Other","723"
"31429","bir","Other","723"
"31430","yolunu","Other","723"
"31431","bulursun","Other","723"
"31432","istemiyorsan","Other","723"
"31433","bir","Other","723"
"31434","bahane","Other","723"
"31435","bulursun.","Other","723"
"31436","https","Other","723"
"31437","//t.co/mR5KWkoVbV","Other","723"
"31439","Budur.El","Other","724"
"31440","hak","Other","724"
"31441","doğru.Bir","Other","724"
"31442","yolunu","Other","724"
"31443","bulup","Other","724"
"31444","okumak","Other","724"
"31445","lazım.","Other","724"
"31446","https","Other","724"
"31447","//t.co/XAyfBYNRWw","Other","724"
"31449","RT","Other","725"
"31450","@kusenakitap","Organization","725"
"31452","KURDUN ÌNTÌKAMI","Product","725"
"31454","her","Other","725"
"31455","zaman","Other","725"
"31456","her","Other","725"
"31457","yerde","Other","725"
"31458","her","Other","725"
"31459","koşulda","Other","725"
"31460","okunmalı...","Other","725"
"31461","https","Other","725"
"31462","//t.co/xj2mxU6lIY","Other","725"
"31464","RT","Other","726"
"31465","@zeynepgnydn1","Person","726"
"31467","@DrSuavi","Person","726"
"31468","insanın","Other","726"
"31469","kanını","Other","726"
"31470","donduran","Other","726"
"31471","bir","Other","726"
"31472","tarihi","Other","726"
"31473","süreçi","Other","726"
"31474","anlatmakta","Other","726"
"31475","siz","Other","726"
"31476","yaratıcılık","Other","726"
"31477","mı","Other","726"
"31478","arıyorsunuz.","Other","726"
"31480","https","Other","727"
"31481","//t.co/ypfz3X502p\nBunlar","Other","727"
"31482","Türk","Other","727"
"31483","müziğinden","Other","727"
"31484","anlamaz.Ödüllerini","Other","727"
"31485","siyasi","Other","727"
"31486","rüşvet","Other","727"
"31487","olarak","Other","727"
"31488","https","Other","727"
"31489","//t.co/M7UDLRTLEnış","Other","727"
"31490","Mançoları","Other","727"
"31491","görmezler.","Other","727"
"31493","@RomantikKurt_32","Person","728"
"31494","@YouTube","Organization","728"
"31495","Yine","Other","728"
"31496","de","Other","728"
"31497","överken","Other","728"
"31498","severken","Other","728"
"31499","tenkit","Other","728"
"31500","ederken","Other","728"
"31501","hakkaniyete","Other","728"
"31502","önem","Other","728"
"31503","vermeliyiz.","Other","728"
"31505","RT","Other","729"
"31506","@kusenakitap","Organization","729"
"31508","KURDUN ÌNTÌKAMI…","Product","729"
"31510","7","Other","729"
"31511","den","Other","729"
"31512","77","Other","729"
"31513","ye","Other","729"
"31514","herkesin","Other","729"
"31515","okuması","Other","729"
"31516","gereken","Other","729"
"31517","bir","Other","729"
"31518","roman...","Other","729"
"31519","https","Other","729"
"31520","//t.co/d4tt0yVCl4","Other","729"
"31522","RT","Other","730"
"31523","@kusenakitap","Organization","730"
"31525","Ahmet şafak'ın","Person","730"
"31527","yeni","Other","730"
"31528","romanı","Other","730"
"31529","KURDUN ÌNTÌKAMI'nı","Product","730"
"31531","D&R","Organization","730"
"31532","larda","Other","730"
"31533","https","Other","730"
"31534","//t.co/Mxmrglcc5W'da","Other","730"
"31535","ve","Other","730"
"31536","idefix'de","Organization","730"
"31537","bulabilirsiniz.","Other","730"
"31538","https","Other","730"
"31539","//t…","Other","730"
"31541","@RomantikKurt_32","Person","731"
"31542","@YouTube","Organization","731"
"31543","Bu","Other","731"
"31544","şarkının","Other","731"
"31545","neresi","Other","731"
"31546","edebiyat","Other","731"
"31547","şahaseri","Other","731"
"31548","neresi","Other","731"
"31549","şiir","Other","731"
"31550","şahaseri","Other","731"
"31552","))","Other","731"
"31553","Bu","Other","731"
"31554","bir","Other","731"
"31555","arabesk","Other","731"
"31556","şarkı","Other","731"
"31558","RT","Other","732"
"31559","@uur_27","Person","732"
"31561","Allah","Other","732"
"31562","var","Other","732"
"31563","keder","Other","732"
"31564","yok!","Other","732"
"31565","Az","Other","732"
"31566","daha","Other","732"
"31567","sabret!\nSevdamız","Other","732"
"31568","ölmez","Other","732"
"31569","Allah'a","Other","732"
"31570","emanet!","Other","732"
"31571","@ahmetsafak_tc","Person","732"
"31574","@Ulku_Ocaklari","Organization","732"
"31575","https","Other","732"
"31576","//t.co/0NA5gPixvZ","Other","732"
"31578","RT","Other","733"
"31579","@markobilya","Organization","733"
"31581","Potente","Other","733"
"31582","Ofis","Other","733"
"31583","Kanepe","Other","733"
"31584","Takımı.","Other","733"
"31585","Modern","Other","733"
"31586","Görünümü","Other","733"
"31587","Kalitesi","Other","733"
"31588","Ve","Other","733"
"31589","Uygun","Other","733"
"31590","Fiyatı","Other","733"
"31591","İle","Other","733"
"31592","Markobilya","Organization","733"
"31593","da.","Other","733"
"31594","https","Other","733"
"31595","//t.co/0g76u9EUSo","Other","733"
"31596","https","Other","733"
"31597","//t.…","Other","733"
"31599","https","Other","734"
"31600","//t.co/tqVPnhlLfW\nAşıksanız","Other","734"
"31601","dinleyin.Değilseniz","Other","734"
"31602","aşık","Other","734"
"31603","olun.\nBir","Other","734"
"31604","insanı","Other","734"
"31605","sevmeyen","Other","734"
"31606","hiç","Other","734"
"31607","bir","Other","734"
"31608","şeyi","Other","734"
"31609","sevemez.Bu","Other","734"
"31610","şarkıyı","Other","734"
"31611","gönlünüze","Other","734"
"31612","yatırın..","Other","734"
"31614","İstanbula","Location","735"
"31615","yaz","Other","735"
"31616","gelmiş.","Other","735"
"31617","Bebek sahilinden","Location","735"
"31618","sevenlerime","Other","735"
"31619","merhaba","Other","735"
"31621","))","Other","735"
"31622","https","Other","735"
"31623","//t.co/VzgMKpwHuq","Other","735"
"31625","Doğru","Other","736"
"31626","olan","Other","736"
"31627","kadına","Other","736"
"31628","saygı","Other","736"
"31629","duymaktır.İnsan","Other","736"
"31630","ve","Other","736"
"31631","dost","Other","736"
"31632","olarak.Saygı","Other","736"
"31633","aşkın","Other","736"
"31634","zırhıdır.Sevdalınıza","Other","736"
"31635","saygı","Other","736"
"31636","duyun","Other","736"
"31637","saygıyla","Other","736"
"31638","sevin.","Other","736"
"31640","https","Other","737"
"31641","//t.co/qhEaB5a1TE","Other","737"
"31642","\nYüreğinle","Other","737"
"31643","Gel","Other","737"
"31644","sevdiğim","Other","737"
"31645","yüreğim","Other","737"
"31646","senin\nKalbimi","Other","737"
"31647","verdim","Other","737"
"31648","ben","Other","737"
"31649","sana","Other","737"
"31650","orda","Other","737"
"31651","yerin\nGününüz","Other","737"
"31652","keyifle","Other","737"
"31653","dolsun.","Other","737"
"31655","@tlinimek1","Person","738"
"31656","Budur","Other","738"
"31658",")","Other","738"
"31660","@azizsencan","Person","739"
"31661","Budur","Other","739"
"31664","@tlinimek1","Person","740"
"31665","Evet","Other","740"
"31666","romanın","Other","740"
"31667","aksiyon","Other","740"
"31668","bölümlerinden","Other","740"
"31669","biri.İlerde","Other","740"
"31670","çok","Other","740"
"31671","daha","Other","740"
"31672","sert","Other","740"
"31673","aksiyonlar","Other","740"
"31674","var","Other","740"
"31676",")","Other","740"
"31678","RT","Other","741"
"31679","@AbdullahDmirel","Person","741"
"31681","Elimden","Other","741"
"31682","gelse","Other","741"
"31683","koli","Other","741"
"31684","koli","Other","741"
"31685","sipariş","Other","741"
"31686","edip","Other","741"
"31687","üniversite'de","Other","741"
"31688","ücretsiz","Other","741"
"31689","dağıtacağım","Other","741"
"31690","#Kurdunİntikamı","Product","741"
"31692","@ahmetsafak_tc","Person","741"
"31694","@TrSoldier30","Person","742"
"31695","Bütün","Other","742"
"31696","yiğitlere","Other","742"
"31697","Yalnızkurtça","Other","742"
"31698","selam.","Other","742"
"31700","RT","Other","743"
"31701","@AbdullahDmirel","Person","743"
"31703","@ahmetsafak_tc","Person","743"
"31704","Bu","Other","743"
"31705","kitaba","Other","743"
"31706","polisiye","Other","743"
"31707","roman","Other","743"
"31708","demek","Other","743"
"31709","hafif","Other","743"
"31710","kalır","Other","743"
"31711","gerçeklerin","Other","743"
"31712","bugün","Other","743"
"31713","ve","Other","743"
"31714","yarın","Other","743"
"31715","perspektifinde","Other","743"
"31716","ele","Other","743"
"31717","alınması","Other","743"
"31718","#K…","Other","743"
"31720","RT","Other","744"
"31721","@uyanik_fahriye","Person","744"
"31723","@ahmetsafak_tc","Person","744"
"31724","Isparta Halk Otobüsü'nde","Organization","744"
"31727","Ahmet şafak","Person","744"
"31729","çalması","Other","744"
"31730","ayrı","Other","744"
"31731","bir","Other","744"
"31732","güzel","Other","744"
"31734",")","Other","744"
"31735","helal","Other","744"
"31736","olsun","Other","744"
"31737","şoför","Other","744"
"31738","abiye","Other","744"
"31741","@uyanik_fahriye","Person","745"
"31742","Güzel","Other","745"
"31743","şarkıları","Other","745"
"31744","herkes","Other","745"
"31745","dinler.Unutma","Other","745"
"31746","şarkılarımızı","Other","745"
"31747","yıllardır","Other","745"
"31748","radyolar","Other","745"
"31749","da","Other","745"
"31750","çalıyor.","Other","745"
"31752","))","Other","745"
"31754","@OzlAtmc_TR","Person","746"
"31755","Budur","Other","746"
"31757","@OzlAtmc_TR","Person","747"
"31758","Bir","Other","747"
"31759","romandan","Other","747"
"31760","fazlası","Other","747"
"31761","diyorum","Other","747"
"31763","))","Other","747"
"31764","Ne","Other","747"
"31765","dersin?","Other","747"
"31767","@OzlAtmc_TR","Person","748"
"31768","Bunlar","Other","748"
"31769","konuşulmadığı","Other","748"
"31770","için","Other","748"
"31771","kongreye","Other","748"
"31772","kilitleniliyor.","Other","748"
"31774","@OzlAtmc_TR","Person","749"
"31775","O","Other","749"
"31776","dört","Other","749"
"31777","sayfa","Other","749"
"31778","çok","Other","749"
"31779","önemli","Other","749"
"31780","70","Other","749"
"31781","lerin","Other","749"
"31782","sonundan","Other","749"
"31783","günümüze","Other","749"
"31784","işaretler","Other","749"
"31785","sunuyor.Bu","Other","749"
"31786","tarihi","Other","749"
"31787","özetin","Other","749"
"31788","bugün","Other","749"
"31789","çok","Other","749"
"31790","konuşulması","Other","749"
"31791","lazım","Other","749"
"31793","https","Other","750"
"31794","//t.co/TDDHKljKxv\nDüşersin","Other","750"
"31795","yaban","Other","750"
"31796","eline","Other","750"
"31797","\nzay","Other","750"
"31798","olursun","Other","750"
"31799","pay","Other","750"
"31800","olursun","Other","750"
"31801","oy\n\nEski","Other","750"
"31802","şarkılarımdan","Other","750"
"31803","içli","Other","750"
"31804","bir","Other","750"
"31805","eser\nDeli","Other","750"
"31806","Gönül","Other","750"
"31808","@_vestanye_","Person","751"
"31809","Meriç","Person","751"
"31810","hanım","Other","751"
"31811","Peygamberimiz","Other","751"
"31812","nübüvvetini","Other","751"
"31813","EKSİK","Other","751"
"31814","AHLAKI","Other","751"
"31815","TAMAMLAMAYA","Other","751"
"31816","GELDİM","Other","751"
"31817","diye","Other","751"
"31818","açıklıyor.Bu","Other","751"
"31819","nefis","Other","751"
"31820","bir","Other","751"
"31821","anahtar.","Other","751"
"31823","@_vestanye_","Person","752"
"31824","Belki","Other","752"
"31825","de","Other","752"
"31826","dinin","Other","752"
"31827","ahlak","Other","752"
"31828","olduğu","Other","752"
"31829","öğretilmelidir.","Other","752"
"31831","RT","Other","753"
"31832","@OguzlardanFatih","Person","753"
"31834","Kulağıma","Other","753"
"31835","tulum","Other","753"
"31836","sesi","Other","753"
"31837","geliyor","Other","753"
"31838","...","Other","753"
"31839","@ahmetsafak_tc","Person","753"
"31840","Usta","Other","753"
"31842","Ahmet","Person","753"
"31843","??afak","Person","753"
"31844","https","Other","753"
"31845","//t.co/01bXAzElLz","Other","753"
"31847","@AliFidanci","Person","754"
"31848","Bu","Other","754"
"31849","şehir","Other","754"
"31850","yutuyor","Other","754"
"31851","beni.","Other","754"
"31853","@OzlAtmc_TR","Person","755"
"31854","Olsun","Other","755"
"31856",")","Other","755"
"31858","https","Other","756"
"31859","//t.co/vwuoE0MhQT","Other","756"
"31860","\nSevduğum","Other","756"
"31861","çıkma","Other","756"
"31862","sakın","Other","756"
"31863","dağlara","Other","756"
"31864","\nSevduğum","Other","756"
"31865","eşkiya","Other","756"
"31866","bulur","Other","756"
"31867","seni\n??imdi","Other","756"
"31868","artık","Other","756"
"31869","yiğitlerimizi","Other","756"
"31870","pusu","Other","756"
"31871","\nşehirde","Other","756"
"31872","bekliyor","Other","756"
"31874","@sltesrr","Person","757"
"31875","Teşekkür","Other","757"
"31876","ederim","Other","757"
"31878",")","Other","757"
"31880","RT","Other","758"
"31881","@sltesrr","Person","758"
"31883","Kurt","Other","758"
"31884","her","Other","758"
"31885","yaşta","Other","758"
"31886","kurttur!??","Other","758"
"31887","#Kurdunİntikamı","Product","758"
"31888","Bir","Other","758"
"31889","solukta","Other","758"
"31890","okudm","Other","758"
"31891","resmn!Nasl","Other","758"
"31892","güzl","Other","758"
"31893","bi","Other","758"
"31894","kitap??emeğinize","Other","758"
"31895","sağlk","Other","758"
"31896","@ahmetsafak_tc","Person","758"
"31898","https","Other","758"
"31899","//t…","Other","758"
"31901","@OguzlardanFatih","Person","759"
"31902","@Inzivayayin","Organization","759"
"31903","@Pusula_Dergisi","Organization","759"
"31904","Her","Other","759"
"31905","bir","Other","759"
"31906","arkadaşımızı","Other","759"
"31907","tebrik","Other","759"
"31908","ediyorum.","Other","759"
"31909",")","Other","759"
"31911","RT","Other","760"
"31912","@OguzlardanFatih","Person","760"
"31914","Bugün","Other","760"
"31915","ATF kırtasiyesinden","Organization","760"
"31917","#Kurdunİntikamı","Product","760"
"31918","kitabınıAlan","Other","760"
"31919","gençlerimizden","Other","760"
"31920","@Inzivayayin","Organization","760"
"31921","ve","Other","760"
"31922","@Pusula_Dergisi","Organization","760"
"31923","@ahmetsafak_tc","Person","760"
"31924","h…","Other","760"
"31926","@ahmettagil07","Person","761"
"31927","Kardeşim","Other","761"
"31928","o","Other","761"
"31929","nasıl","Other","761"
"31930","söz.Bu","Other","761"
"31931","sözün","Other","761"
"31932","senin","Other","761"
"31933","gibi","Other","761"
"31934","temiz","Other","761"
"31935","kalpli","Other","761"
"31936","bir","Other","761"
"31937","insanla","Other","761"
"31938","ne","Other","761"
"31939","alakası","Other","761"
"31940","olabilir.Lütfen.","Other","761"
"31942","RT","Other","762"
"31943","@KurduSehir","Organization","762"
"31945","Dostunun","Other","762"
"31946","hatası","Other","762"
"31947","karşısında","Other","762"
"31948","gece","Other","762"
"31949","gibi","Other","762"
"31950","ol","Other","762"
"31951","dediler","Other","762"
"31952","sen","Other","762"
"31953","eline","Other","762"
"31954","fener","Other","762"
"31955","alıp","Other","762"
"31956","geldin.Hatıra","Other","762"
"31957","tüccarımısın","Other","762"
"31958","adamım","Other","762"
"31960","@oslembicer","Person","763"
"31961","Sevgiler","Other","763"
"31963",")","Other","763"
"31965","@oslembicer","Person","764"
"31966","Aşka","Other","764"
"31967","bu","Other","764"
"31968","kadar","Other","764"
"31969","yük","Other","764"
"31970","vermemek","Other","764"
"31971","lazım.Aşk","Other","764"
"31972","adam","Other","764"
"31973","gibi","Other","764"
"31974","sevmektir.Turan","Other","764"
"31975","için","Other","764"
"31976","çok","Other","764"
"31977","çalışmak","Other","764"
"31978","lazım.","Other","764"
"31980","??ehitler","Other","765"
"31981","geçidinde","Other","765"
"31982","ağlayan","Other","765"
"31983","ben","Other","765"
"31984","yanan","Other","765"
"31985","ben\nEğlenirken","Other","765"
"31986","çoşarken","Other","765"
"31987","dertler","Other","765"
"31988","biter","Other","765"
"31989","sanan","Other","765"
"31990","sen","Other","765"
"31992","RT","Other","766"
"31993","@KurduSehir","Person","766"
"31995","Ruhumuzu","Other","766"
"31996","o","Other","766"
"31997","kadar","Other","766"
"31998","dövdülerki","Other","766"
"31999","içimizdeki","Other","766"
"32000","Türk","Other","766"
"32001","dışarı","Other","766"
"32002","çıktı.Bu","Other","766"
"32003","laf","Other","766"
"32004","esaslı","Other","766"
"32005","laf.","Other","766"
"32006","https","Other","766"
"32007","//t.co/zbMZZcYaWF","Other","766"
"32009","@serdal20","Person","767"
"32010","Amin","Other","767"
"32012","@serdal20","Person","768"
"32013","MaşAllah","Other","768"
"32015",")","Other","768"
"32017","İhanetle","Other","769"
"32018","büyüyor","Other","769"
"32019","gözlerimde","Other","769"
"32020","çığlıklar\nBende","Other","769"
"32021","memleket","Other","769"
"32022","derdi","Other","769"
"32023","sende","Other","769"
"32024","hovardalıklar","Other","769"
"32026","@ahmettagil07","Person","770"
"32027","Amin","Other","770"
"32029","Cuma'mız","Other","771"
"32030","mübarek","Other","771"
"32031","olsun.Gösterişten","Other","771"
"32032","kaçınalım.Ne","Other","771"
"32033","beşeri","Other","771"
"32034","zaaflarla","Other","771"
"32035","ne","Other","771"
"32036","siyasi","Other","771"
"32037","istismarla","Other","771"
"32038","hareket","Other","771"
"32039","edelim.Din","Other","771"
"32040","Allahındır","Other","771"
"32041","bize","Other","771"
"32042","kulluk","Other","771"
"32043","yakışır.Amin","Other","771"
"32045","https","Other","772"
"32046","//t.co/hoqunnucNe\nÜlkemizde","Other","772"
"32047","işler","Other","772"
"32048","iyi","Other","772"
"32049","gitmiyor","Other","772"
"32050","ama","Other","772"
"32051","biz","Other","772"
"32052","başımızı","Other","772"
"32053","dik","Other","772"
"32054","tutalım","Other","772"
"32055","ve","Other","772"
"32056","birliğimizi","Other","772"
"32057","kuvvetlendirelim.Adamca","Other","772"
"32058","şarkılar","Other","772"
"32059","söyleyelim","Other","772"
"32061","@turkcuabiniz","Person","773"
"32062","Bu","Other","773"
"32063","çok","Other","773"
"32064","önemli.Herkesin","Other","773"
"32065","bulunduğu","Other","773"
"32066","konumda","Other","773"
"32067","çok","Other","773"
"32068","şey","Other","773"
"32069","yapabileceğini","Other","773"
"32070","bilmemiz","Other","773"
"32071","lazım.Koltuk","Other","773"
"32072","kavgası","Other","773"
"32073","bütünü","Other","773"
"32074","tahrip","Other","773"
"32075","eder.","Other","773"
"32077","@turkcuabiniz","Person","774"
"32078","Bu","Other","774"
"32079","arkadaşlar","Other","774"
"32080","henüz","Other","774"
"32081","genç","Other","774"
"32082","bilmiyorlar.Davanın","Other","774"
"32083","fikri","Other","774"
"32084","derinliğinden","Other","774"
"32085","ve","Other","774"
"32086","üslup","Other","774"
"32087","birliğinden","Other","774"
"32088","habersizler.Büyüyecekler","Other","774"
"32090","))","Other","774"
"32092","@YasinFukaraoglu","Person","775"
"32093","Ve","Other","775"
"32094","ayrıca","Other","775"
"32095","değişimi","Other","775"
"32096","kim","Other","775"
"32097","yapacak","Other","775"
"32098","ona","Other","775"
"32099","da","Other","775"
"32100","bakarım.Geçmişine","Other","775"
"32101","kapasitesine","Other","775"
"32103","RT","Other","776"
"32104","@akenantanrikulu","Person","776"
"32106","D.Bahçeli","Person","776"
"32107","AKP","Organization","776"
"32108","kadar","Other","776"
"32109","Türk","Other","776"
"32110","tarihinde","Other","776"
"32111","etnik","Other","776"
"32112","ve","Other","776"
"32113","mezhep","Other","776"
"32114","kazısı","Other","776"
"32115","yapmak","Other","776"
"32116","hiç","Other","776"
"32117","kimsenin","Other","776"
"32118","hatırına","Other","776"
"32119","gelmemişti.??","Other","776"
"32121","RT","Other","777"
"32122","@akenantanrikulu","Person","777"
"32124","D.Bahçeli","Person","777"
"32125","ecdadımız","Other","777"
"32126","Alpaslan","Person","777"
"32127","bir","Other","777"
"32128","Türk","Other","777"
"32129","komutanıdır","Other","777"
"32130","askerleri","Other","777"
"32131","Türk’tür","Other","777"
"32132","bu","Other","777"
"32133","toprakları","Other","777"
"32134","da","Other","777"
"32135","can","Other","777"
"32136","pahasına","Other","777"
"32137","Türkleştir…","Other","777"
"32139","RT","Other","778"
"32140","@akenantanrikulu","Person","778"
"32142","D.Bahçeli","Person","778"
"32143","aziz","Other","778"
"32144","vatanda","Other","778"
"32145","Mezopotamya","Location","778"
"32146","çocukları","Other","778"
"32147","değil","Other","778"
"32148","tamamına","Other","778"
"32149","Türk","Other","778"
"32150","çocukları","Other","778"
"32151","vardır.Hepsi","Other","778"
"32152","bu","Other","778"
"32153","milletin","Other","778"
"32154","eşit","Other","778"
"32156","RT","Other","779"
"32157","@OguzlardanFatih","Person","779"
"32159","Bir","Other","779"
"32160","Ahmet şafak","Person","779"
"32162","romanın","Other","779"
"32163","çağrıştırdıkları","Other","779"
"32165","Kurdun İntikamı!","Product","779"
"32167","(Fatih Oğuz)","Person","779"
"32168","https","Other","779"
"32169","//t.co/U8vY01Hcle","Other","779"
"32170","https","Other","779"
"32171","//t.co/HArg6eVQVx","Other","779"
"32173","@sunaglecemre1","Person","780"
"32174","İnsaf","Other","780"
"32175","Suna","Person","780"
"32176","bu","Other","780"
"32177","yoğunlukta","Other","780"
"32178","dergi","Other","780"
"32179","çıkarmam","Other","780"
"32180","mümkün","Other","780"
"32181","olabilir","Other","780"
"32182","mi","Other","780"
"32184","@miratimillet","Person","781"
"32186",")","Other","781"
"32187","İyi","Other","781"
"32188","de","Other","781"
"32189","ben","Other","781"
"32190","dergicilik","Other","781"
"32191","yapamam.Bu","Other","781"
"32192","yoğunlukda","Other","781"
"32193","çok","Other","781"
"32194","zor.","Other","781"
"40230","Sokrat","Person","1378"
"40232","))","Other","1378"
"40234","@OguzlardanFatih","Person","1379"
"40235","@zeynepgnydn1","Person","1379"
"40236","Fatih","Person","1379"
"40237","çok","Other","1379"
"40238","felsefik","Other","1379"
"40239","oldu","Other","1379"
"40240",")","Other","1379"
"40242","RT","Other","1380"
"40243","@kusenakitap","Organization","1380"
"40245","Yazarımız","Other","1380"
"40246","Ankara","Location","1380"
"40247","Kitap Fuarında","Location","1380"
"40249","sevenleriyle","Other","1380"
"40250","buluştu.Yeni","Other","1380"
"40251","Kitabımız","Other","1380"
"40252","KURDUN İNTİKAMI","Product","1380"
"40254","na","Other","1380"
"40255","ilgi","Other","1380"
"40256","büyüktü.","Other","1380"
"40257","https","Other","1380"
"40258","//t.co/4XwODskv…","Other","1380"
"40260","RT","Other","1381"
"40261","@kusenakitap","Organization","1381"
"40263","Yazarımız","Other","1381"
"40264","Sanatçı","Other","1381"
"40265","Ahmet şafak","Person","1381"
"40267","imza","Other","1381"
"40268","gününde","Other","1381"
"40269","yediden","Other","1381"
"40270","yetmişyediye","Other","1381"
"40271","sevenleriyle","Other","1381"
"40272","buluştu","Other","1381"
"40273","https","Other","1381"
"40274","//t.co/ctrjOSIsuk","Other","1381"
"40276","@VehbiKarabulut","Person","1382"
"40277","@ylnzkurt85","Person","1382"
"40278","@YouTube","Organization","1382"
"40279","@Tenzile_R","Person","1382"
"40280","Estağfurullah","Other","1382"
"40281","ağabey","Other","1382"
"40283",")","Other","1382"
"40285","RT","Other","1383"
"40286","@PolitiKARS1","Person","1383"
"40288","Kars’ta","Location","1383"
"40289","Chp’nin","Organization","1383"
"40290","İki","Other","1383"
"40291","Belediye","Other","1383"
"40292","Meclis","Other","1383"
"40293","Üyesi","Other","1383"
"40294","Mhp’ye","Organization","1383"
"40295","Geçti","Other","1383"
"40296","https","Other","1383"
"40297","//t.co/kGOIgKkwku","Other","1383"
"40299","RT","Other","1384"
"40300","@ylnzkurt85","Person","1384"
"40302","Bakü","Location","1384"
"40303","Türklük","Other","1384"
"40304","??öleni","Other","1384"
"40305","-","Other","1384"
"40306","Ahmet şafak","Person","1384"
"40308","(2014)","Date","1384"
"40310","http","Other","1384"
"40311","//t.co/gAsEKjfqNf","Other","1384"
"40312","@YouTube","Organization","1384"
"40313","aracılığıyla","Other","1384"
"40314","@ahmetsafak_tc","Person","1384"
"40315","@Tenzile_R","Person","1384"
"40316","HELAL","Other","1384"
"40317","OLSU…","Other","1384"
"40319","RT","Other","1385"
"40320","@zeynepgnydn1","Person","1385"
"40322","@ahmetsafak_tc","Person","1385"
"40323","mutlu","Other","1385"
"40324","olamaz","Other","1385"
"40325","çünkü","Other","1385"
"40326","felsefe","Other","1385"
"40327","kuşku","Other","1385"
"40328","duymak","Other","1385"
"40329","değil","Other","1385"
"40330","midir?","Other","1385"
"40331","Kuşku","Other","1385"
"40332","mutluluğu","Other","1385"
"40333","örseler.","Other","1385"
"40335","@zeynepgnydn1","Person","1386"
"40337","Kuşku","Other","1386"
"40338","mutluluğu","Other","1386"
"40339","örseler\","Other","1386"
"40341","Çok","Other","1386"
"40342","doğru.O","Other","1386"
"40343","zaman","Other","1386"
"40344","felsefeden","Other","1386"
"40345","uzak","Other","1386"
"40346","durmalı","Other","1386"
"40348",")","Other","1386"
"40350","@zeynepgnydn1","Person","1387"
"40351","Felsefe","Other","1387"
"40352","arar","Other","1387"
"40353","durur.Bulmayı","Other","1387"
"40354","istemez.Sakallı","Other","1387"
"40355","adamların","Other","1387"
"40356","oyunu","Other","1387"
"40357","Heıdegger","Person","1387"
"40358","bu","Other","1387"
"40359","yüzden","Other","1387"
"40360","felsefe","Other","1387"
"40361","mutluluk","Other","1387"
"40362","vermez","Other","1387"
"40363","der.Sanat","Other","1387"
"40364","belki","Other","1387"
"40366","RT","Other","1388"
"40367","@zeynepgnydn1","Person","1388"
"40369","Ruhunu","Other","1388"
"40370","özgür","Other","1388"
"40371","kılmak","Other","1388"
"40372","için;","Other","1388"
"40373","\nher","Other","1388"
"40374","gün","Other","1388"
"40375","biraz","Other","1388"
"40376","kitap","Other","1388"
"40377","okumalı","Other","1388"
"40378","biraz","Other","1388"
"40379","müzik","Other","1388"
"40380","dinlemeli","Other","1388"
"40381","ve","Other","1388"
"40382","eğer","Other","1388"
"40383","mümkün","Other","1388"
"40384","ise","Other","1388"
"40385","mantıklı","Other","1388"
"40386","cümleler","Other","1388"
"40387","kurup","Other","1388"
"40388","…","Other","1388"
"40390","RT","Other","1389"
"40391","@SeyitAliKaplan2","Person","1389"
"40393","Haksızlık","Other","1389"
"40394","karşısında","Other","1389"
"40395","eğilenler.\nHaklarıyla","Other","1389"
"40396","birlikte","Other","1389"
"40397","şereflerini","Other","1389"
"40398","de","Other","1389"
"40399","kaybederler.alıntı.Susmayanların","Other","1389"
"40400","sendikası","Other","1389"
"40401","TES","Other","1389"
"40402","http…","Other","1389"
"40404","RT","Other","1390"
"40405","@Yildiraycicek9","Person","1390"
"40407","HASTALIKLA","Other","1390"
"40408","DALGA","Other","1390"
"40409","GEÇENLERE","Other","1390"
"40410","MESAJ..\nhttps","Other","1390"
"40411","//t.co/JTMS3iRlZf","Other","1390"
"40412","https","Other","1390"
"40413","//t.co/ZEBfjxiQa8","Other","1390"
"40415","@tengridaglikurt","Person","1391"
"40416","Olur","Other","1391"
"40417","mu?Ne","Other","1391"
"40418","sizin","Other","1391"
"40419","nefret","Other","1391"
"40420","söyleminiz","Other","1391"
"40421","var","Other","1391"
"40422","ne","Other","1391"
"40423","ben","Other","1391"
"40424","yanlış","Other","1391"
"40425","anladım.Öfke","Other","1391"
"40426","nefret","Other","1391"
"40427","değildir.","Other","1391"
